Transaction ID,Date,Sender Name,Sender Country,Sender Bank,Receiver Name,Receiver Country,Receiver Bank,Amount,Transaction Details,Status,Sender Predicted Category,Receiver Predicted Category
TXN0455,2025-03-26 06:12:34,North Korea Trading Corporation,Russia,JP Morgan Chase,Oxfam International,Cayman Islands,JP Morgan Chase,"$249,293",Cheque,Pending,Shell Company,NGO
TXN0456,2025-03-26 06:12:34,Rostec,China,Deutsche Bank,ExxonMobil,China,Deutsche Bank,"$1,302,221",Cryptocurrency,Under Review,Shell Company,Corporation
TXN0457,2025-03-26 06:12:34,United Nations,USA,Deutsche Bank,Greenpeace,British Virgin Islands,Swiss National Bank,"$3,032,472",SWIFT,Pending,Government Organization,NGO
TXN0458,2025-03-26 06:12:34,World Health Organization,Cayman Islands,Deutsche Bank,Goldman Sachs,Russia,JP Morgan Chase,"$2,748,823",Wire Transfer,Completed,NGO,Corporation
TXN0459,2025-03-26 06:12:34,JP Morgan Chase,Switzerland,HSBC,HSBC Holdings,British Virgin Islands,Deutsche Bank,"$1,158,427",SWIFT,Pending,Corporation,Corporation
TXN0460,2025-03-26 06:12:34,Oxfam International,Germany,Deutsche Bank,BlackRock,Germany,Swiss National Bank,"$1,812,956",Cryptocurrency,Under Review,NGO,Shell Company
TXN0461,2025-03-26 06:12:34,United Nations,USA,Swiss National Bank,Greenpeace,Germany,Cayman National Bank,"$3,217,279",SWIFT,Pending,Government Organization,NGO
TXN0462,2025-03-26 06:12:34,Oxfam International,British Virgin Islands,Swiss National Bank,Red Cross,British Virgin Islands,HSBC,"$364,593",Cryptocurrency,Completed,NGO,NGO
TXN0463,2025-03-26 06:12:34,United Nations,Cayman Islands,Cayman National Bank,Shell Trading Ltd,USA,Deutsche Bank,"$1,188,999",Cheque,Completed,Government Organization,Corporation
TXN0464,2025-03-26 06:12:34,Gazprom,USA,Deutsche Bank,United Nations,Germany,JP Morgan Chase,"$3,898,737",Cheque,Under Review,Corporation,Government Organization
TXN0465,2025-03-26 06:12:34,ExxonMobil,USA,Swiss National Bank,Rothschild & Co,British Virgin Islands,Swiss National Bank,"$2,602,542",SWIFT,Rejected,Corporation,Corporation
TXN0466,2025-03-26 06:12:34,Hawala Network Inc,Switzerland,JP Morgan Chase,HSBC Holdings,Russia,JP Morgan Chase,"$1,438,762",Wire Transfer,Pending,Shell Company,Corporation
TXN0467,2025-03-26 06:12:34,Hawala Network Inc,Panama,HSBC,Greenpeace,British Virgin Islands,Deutsche Bank,"$3,713,703",Cheque,Pending,Shell Company,NGO
TXN0468,2025-03-26 06:12:34,United Nations,Russia,Deutsche Bank,Shell Trading Ltd,Panama,Swiss National Bank,"$4,720,262",Wire Transfer,Rejected,Government Organization,Corporation
TXN0469,2025-03-26 06:12:34,Hawala Network Inc,British Virgin Islands,HSBC,Oxfam International,British Virgin Islands,Deutsche Bank,"$2,676,105",Cryptocurrency,Completed,Shell Company,NGO
TXN0470,2025-03-26 06:12:34,JP Morgan Chase,Cayman Islands,Swiss National Bank,HSBC Holdings,China,Cayman National Bank,"$306,100",SWIFT,Rejected,Corporation,Corporation
TXN0471,2025-03-26 06:12:34,Vladimir Putin,China,Deutsche Bank,Oxfam International,Russia,HSBC,"$1,326,797",Cryptocurrency,Under Review,PEP,NGO
TXN0472,2025-03-26 06:12:34,Crypto Exchange Ltd,Germany,Swiss National Bank,JP Morgan Chase,British Virgin Islands,Swiss National Bank,"$255,436",Wire Transfer,Under Review,Shell Company,Corporation
TXN0473,2025-03-26 06:12:34,North Korea Trading Corporation,UK,Cayman National Bank,Oxfam International,USA,HSBC,"$2,408,122",Wire Transfer,Under Review,Shell Company,NGO
TXN0474,2025-03-26 06:12:34,Greenpeace,China,JP Morgan Chase,JP Morgan Chase,Panama,Swiss National Bank,"$3,193,875",Cryptocurrency,Rejected,NGO,Corporation
TXN0475,2025-03-26 06:12:34,Shell Trading Ltd,Switzerland,Deutsche Bank,World Health Organization,USA,HSBC,"$2,254,035",Cheque,Rejected,Corporation,NGO
TXN0476,2025-03-26 06:12:34,Vladimir Putin,Germany,Deutsche Bank,Shell Trading Ltd,UK,JP Morgan Chase,"$311,085",Cryptocurrency,Completed,PEP,Corporation
TXN0477,2025-03-26 06:12:34,Red Cross,Panama,Deutsche Bank,World Health Organization,UK,Swiss National Bank,"$3,853,708",Cheque,Rejected,NGO,NGO
TXN0478,2025-03-26 06:12:34,Rostec,Cayman Islands,Cayman National Bank,Greenpeace,Russia,Swiss National Bank,"$4,961,246",SWIFT,Rejected,Shell Company,NGO
TXN0479,2025-03-26 06:12:34,HSBC Holdings,UK,Swiss National Bank,BlackRock,Russia,Deutsche Bank,"$4,920,732",Wire Transfer,Pending,Corporation,Shell Company
TXN0480,2025-03-26 06:12:34,Greenpeace,China,Cayman National Bank,Shell Trading Ltd,Cayman Islands,JP Morgan Chase,"$2,421,444",Wire Transfer,Under Review,NGO,Corporation
TXN0481,2025-03-26 06:12:34,Panama Offshore Holdings,Switzerland,Deutsche Bank,Goldman Sachs,Germany,Cayman National Bank,"$2,805,252",Wire Transfer,Rejected,Shell Company,Corporation
TXN0482,2025-03-26 06:12:34,Shell Trading Ltd,Cayman Islands,Cayman National Bank,World Health Organization,Switzerland,JP Morgan Chase,"$267,618",Wire Transfer,Completed,Corporation,NGO
TXN0483,2025-03-26 06:12:34,Vladimir Putin,Germany,JP Morgan Chase,Shell Trading Ltd,Russia,Swiss National Bank,"$2,278,139",Wire Transfer,Under Review,PEP,Corporation
TXN0484,2025-03-26 06:12:34,Panama Offshore Holdings,USA,Swiss National Bank,Rothschild & Co,Germany,Deutsche Bank,"$2,271,555",SWIFT,Under Review,Shell Company,Corporation
TXN0485,2025-03-26 06:12:34,North Korea Trading Corporation,British Virgin Islands,Deutsche Bank,Tesla Inc.,Switzerland,Deutsche Bank,"$1,102,441",Cheque,Under Review,Shell Company,Corporation
TXN0486,2025-03-26 06:12:34,Nicolas Maduro,USA,JP Morgan Chase,JP Morgan Chase,Panama,Cayman National Bank,"$4,487,795",Cheque,Under Review,PEP,Corporation
TXN0487,2025-03-26 06:12:34,Shell Trading Ltd,British Virgin Islands,HSBC,HSBC Holdings,USA,JP Morgan Chase,"$2,742,956",Cryptocurrency,Under Review,Corporation,Corporation
TXN0488,2025-03-26 06:12:34,HSBC Holdings,UK,Cayman National Bank,Rothschild & Co,Germany,Cayman National Bank,"$3,614,501",Cryptocurrency,Under Review,Corporation,Corporation
TXN0489,2025-03-26 06:12:34,Shell Trading Ltd,USA,JP Morgan Chase,Shell Trading Ltd,USA,JP Morgan Chase,"$1,134,280",Cheque,Under Review,Corporation,Corporation
TXN0490,2025-03-26 06:12:34,BlackRock,Cayman Islands,JP Morgan Chase,Red Cross,Switzerland,HSBC,"$2,187,334",SWIFT,Completed,Shell Company,NGO
TXN0491,2025-03-26 06:12:34,North Korea Trading Corporation,British Virgin Islands,HSBC,Panama Offshore Holdings,USA,Swiss National Bank,"$2,918,791",Wire Transfer,Under Review,Shell Company,Shell Company
TXN0492,2025-03-26 06:12:34,Rothschild & Co,Germany,Cayman National Bank,BlackRock,USA,JP Morgan Chase,"$1,477,427",Wire Transfer,Completed,Corporation,Shell Company
TXN0493,2025-03-26 06:12:34,Shell Holdings Ltd,USA,Deutsche Bank,JP Morgan Chase,Panama,Swiss National Bank,"$820,733",Cryptocurrency,Rejected,Corporation,Corporation
TXN0494,2025-03-26 06:12:34,Hawala Network Inc,Russia,Cayman National Bank,JP Morgan Chase,British Virgin Islands,Swiss National Bank,"$3,893,866",Wire Transfer,Under Review,Shell Company,Corporation
TXN0495,2025-03-26 06:12:34,Shell Trading Ltd,Cayman Islands,Deutsche Bank,Rothschild & Co,China,HSBC,"$4,450,415",Cryptocurrency,Under Review,Corporation,Corporation
TXN0496,2025-03-26 06:12:34,Goldman Sachs,Russia,Deutsche Bank,JP Morgan Chase,USA,Cayman National Bank,"$1,585,154",SWIFT,Completed,Corporation,Corporation
TXN0497,2025-03-26 06:12:34,Panama Offshore Holdings,China,JP Morgan Chase,BlackRock,Panama,HSBC,"$3,376,049",Cryptocurrency,Completed,Shell Company,Shell Company
TXN0498,2025-03-26 06:12:34,Red Cross,Switzerland,Swiss National Bank,Shell Trading Ltd,Cayman Islands,JP Morgan Chase,"$564,751",SWIFT,Completed,NGO,Corporation
TXN0499,2025-03-26 06:12:34,JP Morgan Chase,Switzerland,Swiss National Bank,Red Cross,USA,Deutsche Bank,"$4,163,114",SWIFT,Under Review,Corporation,NGO
TXN0500,2025-03-26 06:12:34,Panama Offshore Holdings,Switzerland,HSBC,Goldman Sachs,China,Deutsche Bank,"$1,187,930",Cryptocurrency,Pending,Shell Company,Corporation
